variant,epsilon,rep,spearman_rho,qini_coef,is_degenerate
imbalance_35,2.0,8,0.2821034533431747,16.80584803459044,0
imbalance_35,2.0,9,0.3107632890410767,20.51222991887903,0
imbalance_35,5.0,0,0.3031943460218817,27.850959858474084,0
imbalance_35,5.0,1,0.30084616892809696,29.664694859830206,0
imbalance_35,5.0,2,0.3138836974752252,30.638260348859035,0
imbalance_35,5.0,3,0.32983490762687395,25.10977572684169,0
imbalance_35,5.0,4,0.31859583124699126,31.087866704085968,0
imbalance_35,5.0,5,0.3312195878478969,30.192218724373674,0
imbalance_35,5.0,6,0.2782728480160275,27.9054251918584,0
imbalance_35,5.0,7,0.305452486419026,26.364298283535277,0
imbalance_35,5.0,8,0.2919509894178563,17.954892084812627,0
imbalance_35,5.0,9,0.310971299497985,25.59471043989265,0
imbalance_35,10.0,0,0.3046385356127628,24.27611653855263,0
imbalance_35,10.0,1,0.29870939160753834,28.974394132578254,0
imbalance_35,10.0,2,0.31784074160774195,29.661993169162884,0
imbalance_35,10.0,3,0.32532107490564577,26.73604341466819,0
imbalance_35,10.0,4,0.30243354220477664,25.729288406260594,0
imbalance_35,10.0,5,0.33809916538499085,28.30632606810991,0
imbalance_35,10.0,6,0.2933415073063068,30.074563848158164,0
imbalance_35,10.0,7,0.2980845531999006,23.40172561110512,0
imbalance_35,10.0,8,0.28313021480844314,15.775790944176833,0
imbalance_35,10.0,9,0.31036013496007503,28.966176490131716,0
imbalance_35,inf,0,0.3014490235487778,28.255538035911513,0
imbalance_35,inf,1,0.3023293046549639,32.16576623340086,0
imbalance_35,inf,2,0.31337167688179723,29.670342143794755,0
imbalance_35,inf,3,0.30652475631855447,21.576339568745766,0
imbalance_35,inf,4,0.30380138877977014,26.311277604188035,0
imbalance_35,inf,5,0.34998728383867883,34.62025220470014,0
imbalance_35,inf,6,0.29358666781317044,29.587321440995765,0
imbalance_35,inf,7,0.30050402549424393,23.18268228790066,0
imbalance_35,inf,8,0.3044075243130765,25.461033037080256,0
imbalance_35,inf,9,0.3082748108902829,23.522663791951118,0
